#search term: ((gender[Title/Abstract]) OR sex[Title/Abstract]) AND (fMRI[Title/Abstract] OR EEG[Title/Abstract]) 
pubmed_ID
26601408	[The Ability to Successfully Perform Different Kinds of Cognitive Activity Is Reflected in the Topological Features of Intracortical Interactions (Sex Differences in Boys and Girls Aged 5-6 Years)].\2015 Sep-Oct
26485991	[Study of Functional Magnetic Resonance Imaging at Resting State for Patients in Sub-health Status].\2015 Jun
26485790	[General Features of the Formation of EEG Wave Structure in Children and Adolescents Living in Northern European Russia].\2015 Jul-Aug
26237944	[The Mechanisms of Orientation Sensitivity of Human Vision System. Part II: Neural Patterns of Early Processing of Information about Line Orientation].\2015 May-Jun
26221167	Double Cortex Syndrome (Subcortical Band Heterotopia): A Case Report.\2015 Spring
26005474	Characteristics of Alpha Band Frequency in Adolescents with Bipolar II Disorder: A Resting-State QEEG Study.\2015
25963262	Functional and structural abnormalities associated with empathy in patients with schizophrenia: An fMRI and VBM study.\2015 Jun
25916920	[Local brain activity in different motor subtypes of Parkinson's disease with fMRI].\2015 Feb 17
25912580	Music therapy for coma patients: preliminary results.\2015 Apr
25857172	[The analysis of fMRT answer's individual variability at healthy examinees when opening eyes, motor and speech tests].\2015 Jan-Feb
25711091	[Features of brain biopotentials' spatial organization in adolescents].\2014 Sep-Oct
25657772	Pregabalin in childhood epilepsy: a clinical trial study.\2014 Fall
25622039	Reduced activation in the ventral striatum during probabilistic decision-making in patients in an at-risk mental state.\2015 May
27070003	Verbal Memory in Parkinson's Disease: A Combined DTI and fMRI Study.\2015
25520163	Neurophysiological effects of acute oxytocin administration: systematic review and meta-analysis of placebo-controlled imaging studies.\2015 Jan
25509177	[Influence of the level personal anxiety on sleep EEG of men and women].\2013 Nov-Dec
25268790	Increased orbitofrontal cortex activation associated with "pro-obsessive" antipsychotic treatment in patients with schizophrenia.\2015 Mar
25264791	[Characterization of electrical brain activity related to hand motor imagery in healthy subjects].\2014 Jul
25263358	[Resting-state functional magnetic resonance imaging of first-onset major depressive disorder: analysis of 18 cases].\2014 Aug
25043072	Clinical curative effect analysis and predictors of prognosis in patients with temporal lobe epilepsy after anterior temporal lobectomy: results after five years.\2014
25007528	[Features of the alpha-activity of male and female brain cortex under conditions of divergent thinking].\2014
24895735	Psychosocial functioning is correlated with activation in the anterior cingulate cortex and left lateral prefrontal cortex during a verbal fluency task in euthymic bipolar disorder: a preliminary fMRI study.\2014 Mar
24720892	Altered amplitude of low-frequency fluctuations in early and late mild cognitive impairment and Alzheimer's disease.\2014 May
24718047	40 Hz auditory steady-state response in females: When is it better to entrain?\2014
24665305	West syndrome in South Iran: electro-clinical manifestations.\2013 Summer
24654449	Sleep-EEG in dizygotic twins discordant for Williams syndrome.\2014 Jan 30
26035996	[Gender differences in weather sensitivity of normal adult people registered on the rheoencephalogram and electroencephalogram].\2014
24292304	Short-term outcome of magnesium sulfate infusion in perinatal asphyxia.\2013 Oct
24124739	[Altered patterns of functional connectivity of posterior cingulate cortex on resting-state magnetic resonance imaging in children with attention-deficit or hyperactivity disorder].\2013 Jun 25
24120064	[Relationship between tic symptom severity and amplitude of low frequency fluctuation of resting-state functional magnetic resonance imaging of Tourette syndrome].\2013 Jun
24053039	Converging evidence for gamma synchrony deficits in schizophrenia.\2013
24046969	Diagnostic yield of electroencephalography in a general inpatient population.\2013 Sep
24034912	[Study on attention-deficit hyperactivity disorder in children based on resting-state functional magnetic resonance imaging].\2013 Sep
24025063	Zolpidem arousing effect in persistent vegetative state patients: autonomic, EEG and behavioral assessment.\2014
23885557	[The reward impact on the performance of verbal creative tasks: behavioral and EEG effects].\2013 May-Jun
23826006	Using Poisson marginal models for investigating the effect of factors on interictal epileptiform discharge in patients with epilepsy.\2012 Sep
25126447	Evaluating an Integrative Theoretical Framework for HIV Sexual Risk among Juvenile Justice involved Adolescents.\2013 Jun 23
23739452	[Clinical features of epileptic seizures in acute and chronic cerebral blood circulation disorders].\2013
23731916	Atypical language lateralization: an fMRI study in patients with cerebral lesions.\2013 Jan-Mar
23668074	[Frontal bilateral synchronous theta-waves and the resting EEG coherence in children aged 7-8 and 9-10 with learning difficulties].\2013 Jan-Feb
23645314	What are demographic and EEG differences between responding and non-responding panic disorder patients.\2013
23630684	Females with sleep bruxism show lower theta and alpha electroencephalographic activity irrespective of transient morning masticatory muscle pain.\2013 Spring
23603174	Predictors of surgical candidacy in 414 epilepsy patients admitted to the EMU.\2013 May
23422198	Abnormal function of the posterior cingulate cortex in heroin addicted users during resting-state and drug-cue stimulation task.\2013 Feb
23353161	[Age-related changes in resting functional connectivity of the marginal division of the neostriatum in healthy adults].\2013 Jan
23177588	[Mesial-temporal lesions in patients with neurosyphilis].\2012
23130897	Gender impact on electrophysiological activity of the brain.\2012
23070082	Electrophysiological correlates of attentional processes in patients with liver cirrhosis without minimal or clinically-overt hepatic encephalopathy.\2012 Aug
23052452	Levodopa versus non-levodopa brain language fMRI in Parkinson's disease.\2012 Apr-Jun
22946316	Effects of intermittent normobaric hypoxia on the state of the CNS and cerebral circulation in children with cerebral palsy.\2012
22796910	Cortical thickness and oscillatory phase resetting: a proposed mechanism of salience network dysfunction in schizophrenia.\2012 Apr-Jun
22787634	GABRB3, Epilepsy, and Neurodevelopment\2012
22712203	[Neurophysiological studies in autism spectrum disorders--comparison with those in schizophrenia].\2012
22586927	[EEG correlates of geno-phenotypical features of the brain development in children of the native and newcomers' population of the Russian North-East].\2012 Jan
22547513	Epileptiform activity in neurocritical care patients.\2012 May
22357471	[Epileptiform discharges and sleep structure in children with nocturnal epilepsy].\2012 Feb
22332431	Gender differences in EEG coherent activity before and after training navigation skills in virtual environments.\2011 Nov-Dec
22145333	[Some electrophysiological and hemodynamic characteristics of auditory selective attention in norm and schizophrenia].\2011 Sep-Oct
21950083	[Sex differences of spatial-temporal organization of biopotentials of the brain in adults and child 5-6 years old].\2011 Jul-Aug
21365609	[Electroencephalographic alterations in children with attention deficit hyperactivity disorder].\2011 Mar 01
21888153	Clinical profile of epilepsy, in a tertiary care centre of North-west India.\2011 Jan
21526064	Using functional Magnetic Resonance Imaging to differentiate between healthy aging subjects, Mild Cognitive Impairment, and Alzheimer's patients.\2010 Mar
21465980	Characteristics of an adult photosensitive cohort.\2011 Apr
21263389	Elastic characteristics of aorta in patients with epilepsy.\2011 Feb
21204425	Human Brain Imaging Studies of Emotional Memory: Uncovering Influences of Sex and Hemisphere\2007
21183906	[Hemodynamic and biochemical characteristics of the prefrontal cortex after the first episode of juvenile schizophrenia].\2010
21117000	Differences in the diagnosis and treatment of immigrant and local psychiatric inpatients admitted to a general hospital in Spain: a controlled study.\2010 Sep-Oct
20973214	[FMRI study of linguistic cortex in healthy Chinese individuals].\2010 Jun 01
20873478	[Autochronometry in patients with focal epilepsy].\2010
20734519	NA\1999 Aug
20693950	Are there any clinical and EEG features associated with the occurrence of executive dysfunctions in patients with JME?\2010
20184094	[Clinical characteristics of the late-onset epilepsy in Mexico to the beginning of the new millennium: 455 cases].\2009 Sep-Oct
20095437	[Functional brain basis of pathophysiology in depression].\2009
21812221	[Screening for subclinical complications in children and adolescents with type 1 diabetes: experience acquired in Brussels].\2010
19949718	Functional atlas of emotional faces processing: a voxel-based meta-analysis of 105 functional magnetic resonance imaging studies.\2009 Nov
19848363	Impact of alcoholism on sleep architecture and EEG power spectra in men and women.\2009 Oct
19795805	[Gender differences in EEG coherence changes during figural creative thinking: the efficacy coupling].\2009 Jul-Aug
19705622	Frequency and clinical features of Lewy body dementia in Italian memory clinics.\2009 Apr
19639749	Estradiol and progesterone modulate spontaneous sleep patterns and recovery from sleep deprivation in ovariectomized rats.\2009 Jul
19621318	[Risk factors for seizure recurrence and short term outcome after epilepsy surgery for mesial temporal sclerosis].\2009 Aug 16-31
19544752	Nighttime blood pressure in normotensive subjects with chronic insomnia: implications for cardiovascular risk.\2009 Jun
19445382	[Cortex biopotential coherence changes in men and women during performance of verbal creative task].\2009 Mar-Apr
19434584	[Methylphenidate and short-term memory in young females with attention deficit hyperactivity disorder. A study using functional magnetic resonance imaging].\2009 May 16-31
19413146	Prevalence of EEG paroxysmal activity in a population of children with obstructive sleep apnea syndrome.\2009 Apr
19337466	Methylphenidate modulates activity within cognitive neural networks of patients with post-stroke major depression: A placebo-controlled fMRI study.\2008 Dec
19090323	EEG spectral analysis in primary insomnia: NREM period effects and sex differences.\2008 Dec
19030715	Delta sleep instability in children with chronic arthritis.\2008 Oct
19004314	[Motivation effect on frequency-spatial characteristics of figural and verbal creativity: coherence changes in biopotentials].\2008 Sep-Oct
18813700	Epileptiform abnormalities and quantitative EEG in children with attention-deficit/hyperactivity disorder.\2008 Sep
18795598	The role of event related potentials in evaluation of subclinical cognitive dysfunction in epileptic patients.\2008 Jun
18756965	[Characteristics of cortical mapping in response to acid exposure in non-erosive reflux disease and erosive esophagitis using functional magnetic resonance imaging].\2008 Apr 08
18714796	Childhood absence epilepsy requiring more than one medication for seizure control.\2008 Jul
18653144	EEG spectral analysis in Alzheimer's disease and different degenerative dementias.\1998 May-Jun
18652089	Entropy-based measures of EEG arousals as biomarkers for sleep dynamics: applications to hypertension.\2008 Jul
18592043	Enhanced rostral anterior cingulate cortex activation during cognitive control is related to orbitofrontal volume reduction in unipolar depression.\2008 May
18591107	Depression in Parkinson's disease: an EEG frequency analysis study.\1998 Dec
18453155	[Clinical characteristics of status epilepticus in an emergency hospital: importance of nonconvulsive status epilepticus].\2008 Apr
18064893	[Motivation effect on power changes in the brain biopotentials in the figurative and verbal creativity tasks].\2007 Sep-Oct
17957923	Treatment of infantile spasms with sodium valproate followed by benzodiazepines.\2007 Sep
17940573	[Alpha competitive structure in children with attention deficit hyperactivity disorder with/without learning disabilities].\2007 Oct 18
17823647	Dysfunction in early auditory processing in major depressive disorder revealed by combined MEG and EEG.\2007 Sep
17682573	The electroencephalogram changes in migraineurs.\2007 Mar
17650397	[Different patterns of brain activation between patients of Alzheimer's disease with and without depression: a functional MRI study during emotion Stroop task].\2007 Apr 03
17617989	Mapping the apetitive and aversive systems with emotional pictures using a block-design fMRI procedure.\2007 Aug
17572779	[Alpha competitive structure in children with attention deficit hyperactivity disorder with/without oppositional defiant disorder].\2007 Jun 18
17561594	EEG arousal norms by age.\2007 Apr 15
17557478	A review of neuroimaging in obstructive sleep apnea.\2006 Oct 15
17474173	[Cognitive disturbances in rolandic epilepsy--correlation with electoencephalographic patterns].\2006
17425847	[Assessment of preclinical cognition impairment in hypertension patients with functional magnetic resonance imaging].\2007 Jan 16
17332904	Outcome of herpes simplex encephalitis in children.\2007 Feb
17326541	A model-based approach to homeostatic and ultradian aspects of nocturnal sleep structure in narcolepsy.\2007 Feb
17264450	Clinico-etiological and EEG profile of neonatal seizures.\2007 Jan
17260877	Quantitative electroencephalography power analysis in subjective idiopathic tinnitus patients: a clinical paradigm shift in the understanding of tinnitus, an electrophysiological correlate.\2006
17249197	Functional magnetic resonance imaging study of the brain in patients with amyotrophic lateral sclerosis.\2006 Dec
17220999	Thinner abuse alters peak of frequency of EEG spectra analyses.\2006 Dec
17147202	[The impact of experimental instruction on changes in EEG power during verbal creative thinking in men and women].\2006 Sep-Oct
17147200	[Gender differences in chronic alcoholism: EEG analysis].\2006 Sep-Oct
17114853	Subclinical neurological involvement in Behcet's disease.\2006 Dec
17025190	[Gender-related differences in EEG coherence in Stroop task].\2006 Jul-Aug
19468589	[Regression of general anesthesia in patients with cerebral palsy: a comparative study using the bispectral index.].\2006 Oct
16919185	Functional magnetic resonance imaging study of writer's cramp.\2006 Aug 05
16917604	Quantitative EEG in children with learning disabilities: analysis of band power.\2006 Jun
16869265	[Gender differences in hemispheric interaction during distributed and directed attention].\2006 May-Jun
16820337	Neurophysiological abnormalities in HIV-infected long term survivors.\2006 Jun 30
16780169	[The effect of combined exposure to chemical and physical factors on the nervous system during aluminum production: a preliminary finding].\2006
16759533	[Prefrontal and superior temporal lobe hyperactivity as a biological substrate of generalized anxiety disorders].\2006 Apr 11
16715756	Periventricular nodular and subcortical neuronal heterotopia in adult epileptic patients.\2006
16562782	Vigabatrin in pediatric patients with refractory epilepsy.\2006 Jan-Mar
16552015	Apparent diffusion coefficient mapping of the hippocampus and the amygdala in pharmaco-resistant temporal lobe epilepsy.\2006 Mar
16544370	Integrative assessment of brain function in PTSD: brain stability and working memory.\2006 Mar
16483454	Falls in Parkinson's disease. Causes and impact on patients' quality of life.\2005 Oct-Dec
16437030	Screening for subclinical complications in young type 1 diabetic patients: experience acquired in Brussels.\2004 Jun
16408411	Sex differences in delta and alpha EEG activities in healthy older adults.\2005 Dec
16408410	Sex differences in nocturnal growth hormone and prolactin secretion in healthy older adults: relationships with sleep EEG variables.\2005 Dec
16396484	[Hemispheric interactions during a search of original verbal associations: EEG coherence in creative men and women].\2005 Nov-Dec
16396482	[Changes in the EEG power in male and female subjects during visual creative thinking].\2005 Nov-Dec
16382848	Some thoughts on the neurobiology of stalking.\2005 Nov
16340649	Functional magnetic resonance and spectroscopy in drug and substance abuse.\2005 Jun
16321229	[Visual search in Alzheimer disease--an functional magnetic resonance imaging study].\2005 Aug 31
16315636	[Decrease of folic acid and cognitive alterations in patients with epilepsy treated with phenytoin or carbamazepine, pilot study].\2005 Jul-Aug
16259539	Sleep and depression.\2005 Oct
16219830	The influence of gender on auditory and language cortical activation patterns: preliminary data.\2005 Oct
16217962	[Frequency-spatial organization of brain electrical activity in creative verbal thinking: role of the gender factor].\2005 Jul-Aug
16171278	Sleep EEG evidence of sex differences in adolescent brain maturation.\2005 May
16124669	Sleep in adults with attention-deficit/hyperactivity disorder: a controlled polysomnographic study including spectral analysis of the sleep EEG.\2005 Jul
16124660	Chronotype and sex effects on sleep architecture and quantitative sleep EEG in healthy young adults.\2005 Jul
16092463	Comorbidity in severe developmental language disorders: neuropediatric and psychological considerations.\2005 Apr
16082139	Gender difference in passive listening to stories: high-field fMRI study using multiple subject analysis based on individual activation maps.\2002 Nov 01
16035140	Toward an integrated profile of emotional intelligence: introducing a brief measure.\2005 Mar
16035139	The impact of early life stress on psychophysiological, personality and behavioral measures in 740 non-clinical subjects.\2005 Mar
16004399	[Gender-dependent frequency-spatial organization of the brain cortex activity during convergent and divergent thinking: Part II. Analysis of the EEG coherence].\2005 May-Jun
15999323	[Pharmacoresistant temporal-lobe epilepsy. Exploration with foramen ovale electrodes and surgical outcomes].\2005 Jul 1-15
15998000	[Neurologic and neurophysiologic examinations of workers occupationally exposed to aluminium].\2005
15984183	[Use of a 3-oxypiridine antioxidant in combined therapy of patients with partial epilepsy].\2005
15889584	Calibration of ADHD assessments across studies: a meta-analysis tool.\2005 Mar
15834218	EEG spectral changes in treatment-naive, actively drinking alcoholics.\2005 Apr
15825251	Complexity analysis of dense array EEG signal reveals sex difference.\2005 Apr
15706235	Gender differences in the processing of disgust- and fear-inducing pictures: an fMRI study.\2005 Feb 28
15700505	Level of response to alcohol and brain response during visual working memory.\2004 Nov
15657979	Neurophysiologically-based mean-field modelling of tonic cortical activity in post-traumatic stress disorder (PTSD), schizophrenia, first episode schizophrenia and attention deficit hyperactivity disorder (ADHD).\2004 Dec
15624717	[Gender-dependent frequency--spatial organization of the brain cortex activity during convergent and divergent thinking: I. Analysis of the EEG power].\2004 Nov-Dec
15573696	[Gender differences in EEG coherence during memorization of dichotically and monaurally presented verbal stimuli].\2004 Sep-Oct
15538195	Gender related differences on the EEG during a simulated mobile phone signal.\2004 Nov 15
15481382	[Gender differences in resting EEG related to Eysenk's Personality Traits].\2004 Jul-Aug
15452295	Language cortex activation in normal children.\2004 Sep 28
15344701	[Gender differences in hemispheric spatiotemporal EEG patterns upon reproduction of verbal information].\2004 May-Jun
15279056	Orbitofrontal cortical dysfunction in akinetic catatonia: a functional magnetic resonance imaging study during negative emotional stimulation.\2004
15264158	[Gender-specific post-stimulus modulation in the alpha band during visual-spatial attention].\2004 Jul 16-31
15235518	[Anxiety and depression among the epileptics in general population in Benin (Western Africa)].\2004 May-Jun
15184616	Anomalous brain activation during face and gaze processing in Williams syndrome.\2004 Jun 08
15129155	Affective picture perception: gender differences in visual cortex?\2004 May 19
15095561	Functional magnetic resonance imaging of working memory among multiple sclerosis patients.\2004 Apr
15090578	Medial temporal lobe epilepsy: gender differences.\2004 May
15082461	Differences in brain function between relapsing and abstaining alcohol-dependent patients, evaluated by EEG mapping.\2004 May-Jun
15076743	Sex-differential brain activation during exposure to female and male faces.\2004 Feb 09
15073532	The neural correlates of grammatical gender decisions in Spanish.\2004 Apr 09
15029518	[Spectral analysis of EEG coherence in Alzheimer's disease].\2004 Mar 1-15
15003067	Limbic paroxysmal magnetoencephalographic activity in 12 obsessive-compulsive disorder patients: a new diagnostic finding.\2004 Feb
14996037	Interrater reliability between scorers from eight European sleep laboratories in subjects with different sleep disorders.\2004 Mar
14984424	Cognitive generation of affect in bipolar depression: an fMRI study.\2004 Feb
14980212	Brain responses to the acquired moral status of faces.\2004 Feb 19
14754824	Language activation in monozygotic twins discordant for schizophrenia.\2004 Feb
14751212	Psychogenic nonepileptic seizures are associated with an increased risk of obesity.\2004 Feb
14745064	Depression but not seizure frequency predicts quality of life in treatment-resistant epilepsy.\2004 Jan 27
14743591	[Physical and electrophysiological aspects of electroconvulsive therapy--literature review].\2003 Nov 20
14706733	The diagnosis of epileptic and non-epileptic seizures.\2003 Nov
14706040	Genetics of photosensitivity (photoparoxysmal response): a review.\2004
14698697	Posttraumatic stress disorder, dissociation, and sexual abuse history in epileptic and nonepileptic seizure patients.\2003 Dec
14658319	[Sex differences in EEG power changes in retention of dichotically and monaurally presented verbal stimuli].\2003 Sep-Oct
14636323	An Xp; Yq translocation causing a novel contiguous gene syndrome in brothers with generalized epilepsy, ichthyosis, and attention deficits.\2003 Dec
14633300	Cortical areas involved in virtual movement of phantom limbs: comparison with normal subjects.\2003 Dec
14633244	Sleep microstructure around sleep onset differentiates major depressive insomnia from primary insomnia.\2003 Dec
14630494	Are there physical risk factors for psychogenic non-epileptic seizures in patients with epilepsy?\2003 Dec
14620071	Altered prefrontal brain activity in persons at risk for Alzheimer's disease: an fMRI study.\2003 Jun
14616295	Interictal serum S100B levels in chronic neurocysticercosis and idiopathic epilepsy.\2003 Dec
14612222	Microstructure of sleep in depressed patients according to the cyclic alternating pattern.\2003 Dec
14607135	Evening and morning EEG differences between young men and women adults.\2003 Nov
14595486	[Quantitative electroencephalography in healthy school-age children: analysis of band power].\2003 Sep
14592346	Different sleep characteristics in restless legs syndrome and periodic limb movement disorder.\2003 Mar
14592269	Severe, childhood-onset, idiopathic, life-long insomnia responding selectively to opiate therapy: case report with 19 year follow-up.\2001 Nov
14592166	EEG mapping, psychometric, and polysomnographic studies in restless legs syndrome (RLS) and periodic limb movement disorder (PLMD) patients as compared with normal controls.\2002 Nov
14592145	The sleep EEG's microstructure in depression: alterations of the phase relations between EEG rhythms during REM and NREM sleep.\2002 Nov
14585490	Effect of 38 h of total sleep deprivation on the waking EEG in women: sex differences.\2003 Nov
14581668	Cord damage elicits brain functional reorganization after a single episode of myelitis.\2003 Oct 28
14580618	Age and gender effects on heart rate activation associated with periodic leg movements in patients with restless legs syndrome.\2003 Nov
14561410	Effects of low-spatial frequency components of fearful faces on fusiform cortex activity.\2003 Oct 14
14560821	Sequential EEG analysis during intermittent photic stimulation in never-medicated patients with schizophrenia.\2003 Oct
14521276	EEG and behavioral changes following neurofeedback treatment in learning disabled children.\2003 Jul
14504319	Mania following temporal lobectomy.\2003 Sep 23
12967579	An easily performed group education programme for patients with uncontrolled epilepsy--a pilot study.\2003 Oct
12948801	CAP variables and arousals as sleep electroencephalogram markers for primary insomnia.\2003 Sep
12948731	A functional magnetic resonance imaging study of patients with secondary progressive multiple sclerosis.\2003 Aug
12948619	Epileptogenesis and neuropathology after different types of status epilepticus induced by prolonged electrical stimulation of the basolateral amygdala in rats.\2003 Jun-Jul
12880811	Functional cortical changes in patients with multiple sclerosis and nonspecific findings on conventional magnetic resonance imaging scans of the brain.\2003 Jul
12861501	[Angelman syndrome: the electroclinical characteristics in 35 patients].\2003 Jul 1-15
12849880	Uncoupling of EEG-clinical neonatal seizures after antiepileptic drug use.\2003 Apr
12844473	Gender difference in electrical brain activity during presentation of various film excerpts with different emotional content.\2003 May 30
12842720	Detection of subclinical brain electrical activity changes in Huntington's disease using artificial neural networks.\2003 Jul
12841493	Observations on the extragenital effects of oestrogen in females: a report.\2003 Feb
12820862	Convergent and divergent effects of odors and emotions in depression.\2003 Mar
12773296	Benign familial and non-familial infantile seizures: a study of 64 patients.\2003 Mar
12744952	Distributed cortical networks for syntax processing: Broca's area as the common denominator.\2003 Jun
12732667	A truly simultaneous combination of functional transcranial Doppler sonography and H(2)(15)O PET adds fundamental new information on differences in cognitive activation between schizophrenics and healthy control subjects.\2003 May
12725761	Evidence for axonal pathology and adaptive cortical reorganization in patients at presentation with clinically isolated syndromes suggestive of multiple sclerosis.\2003 Apr
12717651	[Paroxysmal stereotypy-tic-dystonia syndrome].\2003 Apr 16-30
12713019	Factors affecting the occurrence of high-frequency positive occipital sharp transients of sleep.\2003 Mar
12710828	EEG responses to visual erotic stimuli in men with normal and paraphilic interests.\2003 Apr
12707138	Low baseline Bispectral Index of the electroencephalogram in patients with dementia.\2003 May
12684556	Clinical correlation of occipital intermittent rhythmic delta activity.\2003 Feb
12637302	Lack of sex effect on brain activity during a visuomotor response task: functional MR imaging study.\2003 Mar
12600722	Non-invasive localization of P300 sources in normal aging and age-associated memory impairment.\2003 May-Jun
12599160	[The effect of interictal epileptiform discharges on cognitive function in children with idiopathic epilepsy].\2003 Feb 1-15
12593463	Atypical benign epilepsy of childhood with rolandic spikes: features of a subset requiring more than one medication for seizure control.\2002 Dec
12591582	Language lateralization in female patients with schizophrenia: an fMRI study.\2003 Apr 01
12590915	Sex differences in semantic language processing: a functional MRI study.\2003 Feb
12573305	On the role of menopause for sleep-endocrine alterations associated with major depression.\2003 Apr
12564379	EEG photic driving in workers exposed to mercury vapors.\2003 Jan
12559240	EEG activity in girls with attention-deficit/hyperactivity disorder.\2003 Feb
12554816	Healthy older adults' sleep predicts all-cause mortality at 4 to 19 years of follow-up.\2003 Jan-Feb
12537306	Detection of non-linearity in schizophrenic patients using magnetoencephalography.\2002 Winter
12515449	Spikes immediately after electroconvulsive therapy in psychotic patients.\2003 Jan
12500492	A study of extra genital effects of estrogen and progesterone.\2002 Apr
12499479	Periodic leg movements in REM sleep behavior disorder and related autonomic and EEG activation.\2002 Dec 24
12496739	The neural mechanisms of mate choice: a hypothesis.\2002 Dec
12488784	Clinical and radiologic correlates of frontal intermittent rhythmic delta activity.\2002 Dec
12482464	Disturbances in hypothalamo pituitary adrenal and thyroid axis identify different sleep EEG patterns in major depressed patients.\2003 Jan-Feb
12482071	Frontal and temporal dysfunction of auditory stimulus processing in schizophrenia.\2002 Sep
12473760	Prognosis for seizure recurrence in patients with newly diagnosed neurocysticercosis.\2002 Dec 10
12456913	A functional magnetic resonance imaging study of language processing and its cognitive correlates in prematurely born children.\2002 Dec
12452537	A preliminary functional magnetic resonance imaging study in offspring of schizophrenic parents.\2002 Oct
12451341	[First epileptic seizure in the elderly: electroclinical and etiological data in 341 patients].\2002 Nov
12445838	Diazepam and progesterone produce sexually dimorphic actions on the rat EEG: role of the neonatal sexual differentiation process.\2003 Jan
12438464	Voxel based morphometry of grey matter abnormalities in patients with medically intractable temporal lobe epilepsy: effects of side of seizure onset and epilepsy duration.\2002 Dec
12427886	Sleep deprivation does not affect seizure frequency during inpatient video-EEG monitoring.\2002 Nov 12
12427881	Abnormal brain activation on functional MRI in cognitively asymptomatic HIV patients.\2002 Nov 12
12414287	Syntactic processing modulates the theta rhythm of the human EEG.\2002 Nov
12414082	Altered hemispheric asymmetry and positive symptoms in schizophrenia: equivalent current dipole of auditory mismatch negativity.\2003 Feb 01
12391456	Study of factors responsible for recurrence of seizures in controlled epileptics for more than 1 years after withdrawal of antiepileptic drugs.\2002 Sep
12373651	[Transient cognitive disorder from sub clinical paroxysmal EEG activity].\2002 Sep
12372655	Beta power in the EEG of alcoholics.\2002 Oct 15
12364935	Inferences from a community study about non-epileptic events.\2002 Sep
12237065	Treatment outcome in patients with mesial temporal sclerosis.\2002 Oct
12236955	[Benign childhood occipital epilepsy: evolution of the occipital spikes].\2002 Aug-Sep
12202083	Right-hemispheric organization of language following early left-sided brain lesions: functional MRI topography.\2002 Aug
12183217	Effect of diazepam on EEG power and coherent activity: sex differences.\2002 Oct
12169319	Human EEG responses to controlled alterations of the Earth's magnetic field.\2002 Sep
12165379	Differential amygdala response during facial recognition in patients with schizophrenia: an fMRI study.\2002 Sep 01
12165367	EEG mapping in patients with restless legs syndrome as compared with normal controls.\2002 Aug 20
12152406	Hemispheric asymmetry (lateralization) in electroencephalographic activity while viewing familiar and unfamiliar patterns from Kimura figures.\2002 Jan
12151781	Habituation of attentional networks during emotion processing.\2002 Jul 19
12142067	Autism, macrocrania and epilepsy: how are they linked?\2002 Aug
12139997	EEG differences between good and poor responders to methylphenidate in boys with the inattentive type of attention-deficit/hyperactivity disorder.\2002 Aug
12060027	The effect of age on rate of functional recovery after intracarotid amobarbital injection.\2002 Jun
12053616	[Analysis of causes for falls in people with Parkinson's disease].\2002 Jan-Feb
