#search term: ((gender[Title/Abstract]) OR sex[Title/Abstract]) AND (fMRI[Title/Abstract] OR EEG[Title/Abstract]) 
pubmed_ID	DOI
28199893	10.1016/j.jad.2017.02.003 
28194104	10.3389/fnhum.2017.00029 
28192765	10.1016/j.jad.2017.01.025 
28192457	10.1371/journal.pone.0171647 
28185968	10.1016/j.wneu.2017.01.093 
28185093	10.1007/s00787-017-0953-7 
28179464	10.1212/WNL.0000000000003689 
28168274	10.1093/cercor/bhx014 
28158269	10.1371/journal.pone.0171723 
28145518	10.1038/srep41314 
28130745	10.1007/s11682-016-9669-4 
28126500	10.1016/j.bbi.2017.01.013 
28118746	10.1177/1550059416688108 
28116237	10.1016/j.nicl.2016.12.026 
28115995	10.1186/s11689-017-9183-z 
28112466	10.1002/hbm.23525 
28104431	10.1016/j.neulet.2017.01.024 
28101064	10.3389/fpsyt.2016.00205 
28101051	10.3389/fnagi.2016.00318 
28097738	10.1002/hbm.23480 
28070912	10.1002/hbm.23483 
28062908	10.1007/s00234-016-1771-1 
28054171	10.1007/s10072-016-2798-0 
28043770	10.1016/j.clinph.2016.11.019 
28042006	10.1016/j.bbr.2016.12.035 
28040410	10.1016/j.ijpsycho.2016.12.008 
28032303	10.3758/s13415-016-0489-1 
28031992	10.1002/brb3.511 
28018183	10.3389/fnana.2016.00120 
28017966	10.1038/ijo.2016.231 
28017919	10.1016/j.neuroimage.2016.12.062 
28011082	10.1016/j.arcped.2016.11.005 
28010939	10.1016/j.cortex.2016.11.017 
28008690	10.1111/adb.12486 
28006783	10.1159/000453212 
28003962	10.1016/j.nicl.2016.10.016 
27999530	10.3389/fnmol.2016.00141 
27995061	10.1016/j.nicl.2016.04.010 
27989775	10.1016/j.neuroimage.2016.12.046 
27988965	10.1111/epi.13644 
27988321	10.1016/j.neuroimage.2016.12.016 
27978801	10.2174/0929867323666161213102528 
27973443	10.3390/bs6040028 
27966102	10.3758/s13415-016-0488-2 
27965584	10.3389/fphys.2016.00576 
27957533	10.1523/ENEURO.0275-16.2016 
27932883	10.2147/NDT.S120909 
27923192	10.1016/j.jad.2016.11.044 
27918206	10.1080/87565641.2016.1243115 
27913157	10.1016/j.schres.2016.11.043 
27909422	10.3389/fpsyg.2016.01817 
27909413	10.3389/fpsyt.2016.00187 
27902711	10.1371/journal.pone.0165646 
27902586	10.1097/MD.0000000000005191 
27895613	10.3389/fpsyg.2016.01776 
27894921	10.1016/j.neulet.2016.11.052 
27893495	10.1097/WNP.0000000000000365 
27881920	10.2147/NDT.S118326 
27880010	10.1002/jmri.25571 
27870414	10.1002/jnr.23870 
27870395	10.1002/jnr.23820 
27860025	10.1111/adb.12467 
27859998	10.1111/adb.12481 
27857686	10.3389/fnhum.2016.00546 
27855355	10.1016/j.yebeh.2016.10.016 
27853427	10.3389/fnhum.2016.00552 
27847313	10.1016/j.jpain.2016.10.017 
27845326	10.1038/srep36653 
27843705	10.1002/brb3.555 
27840743	10.1155/2016/7167358 
27840365	10.5009/gnl16150 
27832449	10.1007/s11682-016-9646-y 
27829086	10.1001/jamapsychiatry.2016.2783 
27814760	10.1186/s12883-016-0729-6 
27810271	10.1016/j.jad.2016.10.022 
27798252	10.1093/scan/nsw149 
27793657	10.1016/j.neuropsychologia.2016.10.013 
27792961	10.1016/j.jad.2016.10.015 
27792884	10.1016/j.eplepsyres.2016.10.011 
27697718	10.1016/j.eplepsyres.2016.08.008 
27713000	10.1016/j.bbr.2016.10.002 
27779211	10.1038/srep35905 
27776135	10.1371/journal.pone.0164818 
27503768	10.1016/j.neuropsychologia.2016.08.004 
27768980	10.1016/j.psyneuen.2016.09.023 
27766586	10.1007/s11682-016-9608-4 
27045551	10.1503/jpn.150259 
27764124	10.1371/journal.pone.0164613 
27759213	10.1111/bdi.12440 
27756046	10.1016/j.jad.2016.09.064 
27751859	10.1016/j.mri.2016.10.015 
27742561	10.1016/j.yfrne.2016.10.001 
27591399	10.1016/j.psyneuen.2016.08.013 
27742256	10.1016/j.ejmp.2016.06.008 
27741285	10.1371/journal.pone.0164655 
27734307	10.1007/s11682-016-9623-5 
27709513	10.1007/s11682-016-9599-1 
27704616	10.1002/mds.26826 
27688124	10.1186/s12888-016-1047-7 
27683911	10.1523/JNEUROSCI.0951-16.2016 
27677619	10.1038/ijo.2016.166 
27663236	10.1007/s10548-016-0524-0 
27657542	10.1371/journal.pone.0161722 
27651541	10.1093/scan/nsw131 
27651540	10.1093/scan/nsw136 
27635393	10.1155/2016/5050278 
27634787	10.5665/sleep.6308 
27634551	10.1002/hbm.23397 
27634437	10.1111/jsr.12448 
27631272	10.1097/MD.0000000000004935 
27613780	10.1093/scan/nsw130 
27599522	10.1177/0269881116662633 
27592844	10.1111/ane.12544 
27586825	10.1016/j.neuroimage.2016.08.059 
27585835	10.1016/j.media.2016.08.003 
27568805	10.5665/sleep.6162 
27560146	10.1371/journal.pone.0161392 
27538995	10.1007/s13365-016-0473-0 
27529063	10.1155/2016/6810215 
27527561	10.1089/brain.2016.0429 
27524655	10.1007/s11011-016-9871-5 
27521822	10.1016/j.avsg.2016.07.064 
27512990	10.1371/journal.pone.0160119 
27511297	10.1002/hbm.23337 
27507941	10.3389/fnhum.2016.00386 
27500602	10.3791/53962 
27499732	10.3389/fnins.2016.00346 
27491682	10.1007/s00221-016-4746-x 
27491491	10.1038/srep30718 
27486953	10.1016/j.yebeh.2016.06.027 
27473020	10.1016/j.jocn.2016.05.037 
27472694	10.1097/MD.0000000000004222 
27467529	10.1016/j.jad.2016.07.002 
27459031	10.1016/j.jpsychires.2016.07.013 
27458377	10.3389/fnagi.2016.00174 
27457415	10.1111/jcpp.12595 
27448521	10.1016/j.nrl.2016.05.007 
27445783	10.3389/fninf.2016.00022 
27444730	10.1007/s11682-016-9578-6 
27442458	10.1016/j.jad.2016.03.074 
27442403	10.1515/prilozi-2015-0085 
27441590	10.1080/00952990.2016.1192183 
27425430	10.1016/j.brainres.2016.07.024 
27424063	10.1016/j.jpsychires.2016.07.002 
27417074	10.1111/odi.12542 
27413554	10.1155/2016/4918186 
27412230	10.1111/desc.12443 
27408799	10.1016/j.nicl.2016.06.005 
27400836	10.1002/hbm.23299 
27388467	10.1186/s12888-016-0917-3 
27385746	10.1212/WNL.0000000000002940 
27378884	10.3389/fnhum.2016.00285 
27375549	10.3389/fneur.2016.00087 
27375133	10.1016/j.pnpbp.2016.06.014 
27374869	10.1111/epi.13456 
27350390	10.1016/j.neuropsychologia.2016.06.031 
27321248	10.1111/desc.12440 
27318102	10.1016/j.bbr.2016.06.031 
27317579	10.1177/1744806916654145 
27314047	10.1155/2016/3978428 
27313602	10.1155/2016/3795325 
27310985	10.1097/MD.0000000000003893 
27303359	10.3389/fpsyg.2016.00810 
27296275	10.1177/0269881116653079 
27293083	10.1002/pchj.134 
27284688	10.1089/cap.2015.0181 
27269387	10.1016/j.neurad.2016.05.001 
27262232	10.1016/j.psyneuen.2016.05.024 
27259066	10.1016/j.eplepsyres.2016.05.009 
27255413	10.1016/j.pediatrneurol.2016.03.010 
27253763	10.5665/sleep.5978 
27246485	10.3171/2016.3.FOCUS1635 
27246442	10.1016/j.neuroscience.2016.05.023 
27242579	10.3389/fpsyg.2016.00660 
27242496	10.3389/fnhum.2016.00238 
27242466	10.3389/fnhum.2016.00173 
27237764	10.1016/j.msard.2016.03.012 
27235455	10.1177/0284185116649794 
27231308	10.1093/schbul/sbw074 
27217112	10.1093/scan/nsw070 
27199791	10.3389/fpsyg.2016.00536 
27193838	10.1136/acupmed-2015-011025 
27181270	10.1007/s11910-016-0662-5 
27178857	10.1016/j.clinph.2016.01.028 
27178442	10.1016/j.heares.2016.04.007 
27178194	10.1093/cercor/bhw127 
27173383	10.1007/s00702-016-1571-0 
27168344	10.1016/j.neubiorev.2016.04.020 
27155151	10.1016/j.neuroscience.2016.04.047 
27153982	10.1016/j.neuroimage.2016.05.005 
27150848	10.1016/j.ijpsycho.2016.04.011 
27148829	10.1080/07420528.2016.1178275 
27148151	10.3389/fpsyg.2016.00546 
27147657	10.1523/JNEUROSCI.4236-15.2016 
27145084	10.1002/hbm.23249 
27131913	10.1016/j.yebeh.2016.03.018 
27130821	10.1016/j.neulet.2016.04.037 
27127756	10.21037/atm.2016.03.24 
27126304	10.1016/j.vascn.2016.04.012 
27123530	10.1016/j.yebeh.2016.03.013 
27117563	10.1016/j.parkreldis.2016.04.017 
27111812	10.1016/j.pscychresns.2016.04.008 
27103525	10.1016/j.neurobiolaging.2016.02.017 
27089850	10.1002/hbm.23213 
27085606	10.1016/j.neuropharm.2016.04.015 
27081383	10.4306/pi.2016.13.2.217 
27075509	10.1038/srep24435 
27072085	10.1016/j.clinph.2016.02.008 
27058164	10.1016/j.bbi.2016.04.001 
27055741	10.1016/j.crad.2016.03.004 
27043034	10.1111/epi.13361 
27038550	10.1016/j.jpsychires.2016.03.001 
27037863	10.1016/j.clineuro.2016.03.018 
27019753	10.1155/2016/2073454 
27015723	10.1016/j.jaac.2016.01.010 
27011360	10.1016/j.jad.2016.03.001 
27010196	10.1371/journal.pone.0152338 
27002912	10.3233/XST-160559 
27000310	10.1016/j.pscychresns.2015.07.008 
27000302	10.1016/j.pscychresns.2016.02.001 
26996827	10.1111/epi.13355 
26995277	10.1016/j.brainresbull.2016.03.007 
26991366	10.1016/j.jad.2016.03.026 
26989195	10.1093/scan/nsw027 
26987033	10.1016/j.seizure.2016.02.003 
26984684	10.1007/s11920-016-0689-y 
26983415	10.1007/s00213-016-4268-z 
26975002	10.1001/jamaneurol.2016.0006 
26973508	10.3389/fnagi.2016.00032 
26973448	10.3389/fnins.2016.00066 
26973112	10.1016/j.neurobiolaging.2016.01.015 
26970712	10.1016/j.psyneuen.2016.02.026 
26968315	10.1111/jcpp.12528 
26968135	10.1016/j.bbr.2016.03.012 
26962820	10.1097/MD.0000000000003020 
26956566	10.1007/s10072-016-2538-5 
26952550	10.1016/j.yebeh.2016.02.008 
26943465	10.5665/sleep.5632 
26943464	10.5665/sleep.5652 
26942232	10.1007/978-3-319-24571-3_10 
26941624	10.3389/fnbeh.2016.00012 
26940699	10.1093/schbul/sbw015 
26937378	10.1016/j.nicl.2016.01.015 
26913000	10.3389/fnhum.2016.00046 
26909321	10.1016/j.nicl.2015.12.011 
26900566	10.1016/j.nicl.2015.12.006 
26899269	10.1002/aur.1616 
26888622	10.1017/S1355617715001393 
26888619	10.1017/S1355617716000011 
26888110	10.1152/jn.01120.2015 
26873275	10.1016/j.neuropsychologia.2016.02.003 
26870661	10.1016/j.nicl.2015.10.014 
26869907	10.3389/fnhum.2016.00027 
26869054	10.1007/s00381-016-3034-1 
26868498	10.1007/s00330-016-4221-x 
26866769	10.1123/jsep.2015-0078 
26865423	10.1093/scan/nsw018 
26859312	10.1002/hbm.23094 
26856901	10.5665/sleep.5764 
26846195	10.1002/hbm.23126 
26843009	10.1007/s11682-016-9517-6 
26837944	10.1186/s12967-016-0784-1 
26834606	10.3389/fnhum.2015.00703 
26826895	10.1016/j.pscychresns.2016.01.008 
26824737	10.1089/brain.2015.0396 
26821847	10.1002/hbm.23117 
26819781	10.1155/2016/9849087 
26817399	10.1016/j.schres.2016.01.031 
26813476	10.1080/00224499.2015.1112340 
26810915	10.1016/j.parkreldis.2016.01.012 
26809268	10.1016/j.pscychresns.2016.01.001 
26799065	10.1371/journal.pone.0146194 
26784899	10.1159/000443372 
26770059	10.2147/NDT.S95541 
26767373	10.1007/s00726-015-2137-4 
26765340	10.1037/neu0000251 
26762948	10.1016/j.clinph.2015.12.007 
26759193	10.1038/srep18914 
26744835	10.1097/WNP.0000000000000250 
26742802	10.1161/STROKEAHA.115.011641 
26741569	10.1038/jp.2015.200 
26738045	10.1109/EMBC.2015.7320145 
26736063	10.1016/j.yebeh.2015.11.027 
26731278	10.1371/journal.pone.0145906 
26727038	10.1016/j.euroneuro.2015.12.026 
26720397	10.1016/j.seizure.2015.11.008 
26719692	10.2147/NDT.S92497 
28436772	10.1080/21646821.2016.1202032 
26715848	10.2147/NDT.S92968 
26715399	10.5664/jcsm.5586 
26713867	10.1371/journal.pone.0145668 
26708036	10.1016/j.mri.2015.12.008 
26700444	10.1002/hbm.23099 
26695705	10.1080/13803395.2015.1119255 
26692359	10.1111/adb.12346 
26690797	10.1186/s13613-015-0094-4 
26684072	10.3233/PRM-150350 
26684071	10.3233/PRM-150349 
26683173	10.1016/j.pnpbp.2015.12.003 
26681615	10.1111/psyp.12464 
26678277	10.1080/13803395.2015.1119252 
26674413	10.1016/j.pscychresns.2015.11.002 
26663615	10.1002/hbm.23075 
26660886	10.1007/s10548-015-0467-x 
26657414	10.1016/j.dcn.2015.11.004 
26640569	10.3892/etm.2015.2753 
26639711	10.3233/JRS-150688 
26637450	10.1093/cercor/bhv278 
26635579	10.3389/fnhum.2015.00626 
26632025	10.1111/psyp.12589 
26631352	10.1016/j.biopsycho.2015.11.005 
26629933	10.1016/j.brat.2015.11.003 
26628410	10.1016/j.crad.2015.10.006 
26624927	10.1038/tp.2015.184 
26624257	10.3109/15622975.2015.1112033 
26611950	10.1016/j.sleep.2015.09.005 
26611711	10.1002/hbm.23070 
26610323	10.1016/j.clinph.2015.10.042 
26610181	10.1002/hbm.23065 
26600385	10.1371/journal.pone.0143126 
26592311	10.1080/17470919.2015.1117019 
26583118	10.1155/2015/590216 
26581912	10.1038/ijir.2015.29 
26580214	10.1016/j.yebeh.2015.10.016 
26575850	10.1684/epd.2015.0779 
26573559	10.1080/09540121.2015.1112347 
26566885	10.1002/hbm.23056 
26557055	10.3389/fncel.2015.00421 
26549629	10.1016/j.schres.2015.10.037 
26547276	10.1111/ejn.13125 
26542812	10.1016/j.bbr.2015.10.056 
26541510	10.1017/S0033291715002330 
26536050	10.1111/ejn.13120 
26526072	10.1002/hbm.23041 
26523658	10.1016/j.mri.2015.10.026 
26521151	10.1016/j.bbadis.2015.10.023 
26520880	10.1016/j.yebeh.2015.09.034 
26520145	10.1007/s10803-015-2639-7 
26514618	10.1016/j.neuropsychologia.2015.10.029 
26512264	10.14245/kjs.2015.12.3.119 
26508861	10.2147/NDT.S94877 
26506585	10.1016/j.jaac.2015.08.010 
26506229	10.1371/journal.pone.0141389 
26498733	10.1111/ene.12840 
26489978	10.1007/s11682-015-9463-8 
26489977	10.1007/s11682-015-9465-6 
26486794	10.3758/s13415-015-0386-z 
26483923	10.1016/j.slsci.2014.09.016 
26481907	10.1016/j.euroneuro.2015.09.019 
26452782	10.3109/15622975.2015.1083613 
26441686	10.3389/fpsyt.2015.00125 
26441584	10.3389/fnhum.2015.00474 
26441569	10.3389/fnbeh.2015.00236 
26435417	10.1017/S1355617715000971 
26435254	10.1016/j.biopsycho.2015.09.011 
26426770	10.1097/WNP.0000000000000191 
26424514	10.1002/ejp.782 
26419612	10.1016/j.clinph.2015.08.012 
26417549	10.7860/JCDR/2015/13920.6168 
26414628	10.1089/brain.2014.0320 
26407495	10.1016/j.jaac.2015.06.020 
26407338	10.1016/j.cognition.2015.09.002 
26406106	10.1016/j.psyneuen.2015.09.012 
26403620	10.1111/nmo.12692 
26399267	10.1136/postgradmedj-2015-133537 
26395158	10.1038/srep14200 
26387576	10.1111/cns.12464 
26384963	10.1016/j.neuroscience.2015.09.028 
26382634	10.1093/scan/nsv116 
26379530	10.3389/fnhum.2015.00467 
26379529	10.3389/fnhum.2015.00466 
26365965	10.4103/0366-6999.164932 
26363970	10.1016/j.schres.2015.08.022 
26362392	10.1016/j.seizure.2015.07.017 
26360535	10.1111/epi.13186 
26348589	10.1097/NMD.0000000000000368 
26348480	10.1037/apl0000048 
26347194	10.1002/mds.26410 
26346965	10.1177/1550059415601756 
26322003	10.3389/fpsyg.2015.01198 
26321949	10.3389/fnagi.2015.00154 
26319407	10.1007/s00276-015-1547-z 
26318628	10.1016/j.psyneuen.2015.08.012 
26318239	10.1016/j.neuropsychologia.2015.08.023 
26313512	10.1080/13803395.2015.1052732 
26311775	10.1523/JNEUROSCI.0519-15.2015 
26301954	10.1371/journal.pone.0136168 
26300450	10.1016/j.bbr.2015.08.014 
26294642	10.3174/ajnr.A4373 
26293889	10.1111/jsm.12967 
26290449	10.1111/epi.13115 
26287509	10.1002/hbm.22944 
26284018	10.3389/fpsyg.2015.01098 
26277825	10.1016/j.clinph.2015.07.011 
26277269	10.1016/j.jad.2015.07.038 
26270627	10.1002/gps.4342 
26270056	10.1371/journal.pone.0135468 
26255675	10.1016/j.neuroscience.2015.07.089 
26251603	10.2147/NDT.S87596 
26235682	10.1016/j.neures.2015.07.010 
26235668	10.1016/j.neuropsychologia.2015.07.030 
26232868	10.1016/j.schres.2015.06.030 
26228567	10.1016/j.pscychresns.2015.07.020 
26225427	10.1371/journal.pone.0134361 
26224201	10.3109/07853890.2015.1074271 
26216736	10.1055/s-0035-1551830 
26216696	10.1016/j.seizure.2015.06.007 
26210063	10.1016/j.yebeh.2015.06.010 
26207798	10.1080/13803395.2015.1061483 
26194730	10.5664/jcsm.5286 
26193802	10.1111/epi.13080 
26190554	10.1016/j.pscychresns.2015.07.003 
26189209	10.1016/j.clinph.2015.05.032 
26187690	10.1016/j.bbr.2015.07.016 
26187351	10.1016/j.clinph.2015.05.015 
26180807	10.1155/2015/692684 
26179663	10.1002/mds.26309 
26178189	10.1111/gbb.12234 
26175101	10.1111/psyp.12472 
26175008	10.1016/j.bandc.2015.06.002 
26170246	10.1016/j.neulet.2015.07.006 
26154513	10.1371/journal.pone.0130129 
26151497	10.1016/j.ijpsycho.2015.07.002 
26149291	10.1016/j.compbiomed.2015.06.008 
26145276	10.1016/j.appet.2015.06.022 
26143208	10.1016/j.neuroimage.2015.06.081 
26142876	10.1016/j.clinph.2015.05.016 
26136646	10.3389/fnins.2015.00203 
26131023	10.1186/s11689-015-9112-y 
26130264	10.1002/14651858.CD010541.pub2 
26123902	10.1016/j.psyneuen.2015.04.022 
26119472	10.1038/npp.2015.193 
26111145	10.1111/biom.12346 
26110111	10.1016/j.nicl.2015.05.009 
26109476	10.1002/hbm.22850 
26106526	10.1016/j.nicl.2015.03.008 
26096796	10.1016/j.parkreldis.2015.06.006 
26093513	10.1016/j.yebeh.2015.05.028 
26091725	10.1007/s11682-015-9412-6 
26086645	10.1038/pr.2015.120 
26075864	10.1111/epi.13061 
26073231	10.1007/s11011-015-9692-y 
26072712	10.1016/j.schres.2015.05.011 
26070843	10.1016/j.dcn.2015.05.005 
26058328	10.1016/j.braindev.2015.05.010 
26054510	10.1038/srep10105 
26051816	10.1016/j.bbr.2015.05.058 
26046623	10.1016/j.cortex.2015.05.003 
26042012	10.3389/fnhum.2015.00245 
26041566	10.1007/s12031-015-0583-9 
26040978	10.1007/s11682-015-9411-7 
26037032	10.1016/j.maturitas.2015.04.006 
26031884	10.1016/j.neurad.2015.04.004 
26026490	10.1016/j.ejpn.2015.05.001 
26010995	10.1002/hbm.22838 
26004256	10.5692/clinicalneurol.cn-000618 
26001666	10.1016/j.jad.2015.04.030 
26000319	10.1002/acn3.178 
25999855	10.3389/fnagi.2015.00070 
25995480	10.1523/JNEUROSCI.3884-14.2015 
25994971	10.1093/scan/nsv052 
25989878	10.1016/j.yebeh.2015.04.015 
25989852	10.1007/s00429-015-1061-4 
25989796	10.1186/s12944-015-0046-x 
25986698	10.1016/j.neuropharm.2015.04.032 
25985078	10.1371/journal.pone.0126477 
25983685	10.3389/fnhum.2015.00233 
25982500	10.1016/j.jns.2015.04.054 
25979518	10.1016/j.brainres.2015.05.007 
25979311	10.1016/j.brainres.2015.04.050 
25976923	10.1016/j.neuroimage.2015.05.003 
25973853	10.1371/journal.pone.0126834 
25972797	10.3389/fnhum.2015.00212 
25971857	10.1038/ijir.2015.8 
25963506	10.1016/j.ejrad.2015.04.014 
25961639	10.1162/jocn_a_00826 
25938442	10.1371/journal.pone.0124405 
25935693	10.1016/j.brainres.2015.04.046 
25928822	10.1017/S135561771500020X 
25922863	10.1002/14651858.CD001902.pub2 
25917517	10.1016/j.neuroimage.2015.04.039 
25914141	10.1016/j.pscychresns.2015.03.006 
25913518	10.1016/j.neucli.2015.02.001 
25908325	10.1016/j.yebeh.2015.03.013 
25907414	10.1016/j.clinph.2015.02.060 
25903657	10.1186/s13052-015-0138-2 
25899520	10.1111/adb.12247 
25887261	10.1016/j.neuroimage.2015.04.013 
25882324	10.1176/appi.ajp.2015.14081042 
25882323	10.1016/j.yebeh.2015.03.015 
25869858	10.1016/j.neuroimage.2015.03.072 
25864952	10.1016/j.schres.2015.03.019 
25860779	10.1017/S1092852914000789 
